gen,zone,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize,Tech Valid
Mukungu MHPP,Rwanda,ReservoirHydro,Water,2020.0,2055.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Mukungwa I,Rwanda,ReservoirHydro,Water,1982.0,2055.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Mukungwa II,Rwanda,ReservoirHydro,Water,2013.0,2055.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Murunda,Rwanda,ReservoirHydro,Water,2010.0,2055.0,0.1,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Musarara,Rwanda,ReservoirHydro,Water,2013.0,2055.0,0.4,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Mutobo,Rwanda,ReservoirHydro,Water,2009.0,2055.0,0.2,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Nkora,Rwanda,ReservoirHydro,Water,2011.0,2055.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Nshili I,Rwanda,ReservoirHydro,Water,2012.0,2055.0,0.4,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Ntaruka,Rwanda,ReservoirHydro,Water,1959.0,2055.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyabahanga I,Rwanda,ReservoirHydro,Water,2012.0,2055.0,0.2,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyabarongo I,Rwanda,ReservoirHydro,Water,2014.0,2055.0,28.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyamyotsi I,Rwanda,ReservoirHydro,Water,2011.0,2055.0,0.1,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyamyotsi II,Rwanda,ReservoirHydro,Water,2011.0,2055.0,0.1,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyirabuhombohombo,Rwanda,ReservoirHydro,Water,2013.0,2055.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyirantaruko,Rwanda,ReservoirHydro,Water,2020.0,2055.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Rubagabaga,Rwanda,ReservoirHydro,Water,2019.0,2055.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Rugezi,Rwanda,ReservoirHydro,Water,2011.0,2055.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Rukarara I,Rwanda,ReservoirHydro,Water,2010.0,2055.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Rukarara II,Rwanda,ReservoirHydro,Water,2013.0,2055.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Rukarara V Mushishito,Rwanda,ReservoirHydro,Water,2019.0,2055.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Rwaza Muko,Rwanda,ReservoirHydro,Water,2018.0,2055.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Generic_CT_HSB,SomaliaROC,OCGT,Diesel,2027.0,2057.0,10000.0,3.0,0.0,10.61,0.0,0.0,0.0,0.0,17280.0,3.5,5.0,0.64,30.0,138.0,10000.0,0.0,,,,0.0,,True
Generic_Diesel_HSB,SomaliaROC,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,7.34,0.0,0.0,0.0,0.0,13200.0,3.5,5.0,1.2,30.0,138.0,10000.0,0.0,,,,0.0,,True
Generic_PV_HSB,SomaliaROC,PV,Solar,2027.0,2052.0,66969.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.97,25.0,1000.0,66969.0,0.0,,,,1.0,,True
Generic_Wind_HSB,SomaliaROC,OnshoreWind,Wind,2027.0,2057.0,61790.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31000.0,0.0,0.0,1.49,30.0,1000.0,61789.75,0.0,,,,1.0,,True
Afar Indhud Electric Company,SomaliaROC,ICE,Diesel,2010.0,2023.0,0.1,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
BECO_HSB,SomaliaROC,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
BECO1,SomaliaROC,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
BECO2,SomaliaROC,ICE,Diesel,2010.0,2023.0,3.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Daatax Muxidiin,SomaliaROC,ICE,Diesel,2010.0,2023.0,0.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
DAYAH Electric Company,SomaliaROC,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
ENEE1,SomaliaROC,ICE,Diesel,2010.0,2023.0,5.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
ENEE2,SomaliaROC,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Fanoolee Company,SomaliaROC,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Faraj Electric Company,SomaliaROC,ICE,Diesel,2010.0,2023.0,0.2,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Golis,SomaliaROC,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Hisra Electric,SomaliaROC,ICE,Diesel,2010.0,2023.0,2.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Juba Electric Company,SomaliaROC,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Liolis Power,SomaliaROC,ICE,Diesel,2010.0,2023.0,0.3,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Llyas electric,SomaliaROC,ICE,Diesel,2010.0,2023.0,,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Marka Electric,SomaliaROC,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
National Energy Corp of Somalia,SomaliaROC,ICE,Diesel,2010.0,2023.0,2.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Power Supply GPS Galimoow,SomaliaROC,ICE,Diesel,2010.0,2023.0,0.1,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Somali Power & Lighting Comp1,SomaliaROC,ICE,Diesel,2010.0,2023.0,0.5,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Somali Power & Lighting Comp2,SomaliaROC,ICE,Diesel,2010.0,2023.0,0.5,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Sometel,SomaliaROC,ICE,Diesel,2010.0,2023.0,2.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Generic_Diesel_SML,Somaliland,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,7.34,0.0,0.0,0.0,0.0,13200.0,3.5,5.0,1.2,30.0,95.0,10000.0,0.0,,,,0.0,,True
Generic_PV_SML,Somaliland,PV,Solar,2027.0,2052.0,66969.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.97,25.0,1000.0,66969.0,0.0,,,,1.0,,True
Generic_Wind_SML,Somaliland,OnshoreWind,Wind,2027.0,2057.0,61790.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31000.0,0.0,0.0,1.49,30.0,1000.0,61789.75,0.0,,,,1.0,,True
Aloog Electric Company-Borama,Somaliland,ICE,Diesel,2010.0,2023.0,5.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Beder,Somaliland,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Gurmad,Somaliland,ICE,Diesel,2010.0,2023.0,2.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Horn Electricity Company,Somaliland,ICE,Diesel,2010.0,2023.0,9.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Lesco,Somaliland,ICE,Diesel,2010.0,2023.0,2.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Mohamed Ali,Somaliland,ICE,Diesel,2010.0,2023.0,0.2,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
National Electric Power,Somaliland,ICE,Diesel,2010.0,2023.0,13.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
SomPower1,Somaliland,ICE,Diesel,2010.0,2023.0,2.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Sompower2,Somaliland,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Telesom Electric Company,Somaliland,ICE,Diesel,2010.0,2023.0,8.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Telesom Electric Company - Borama,Somaliland,ICE,Diesel,2010.0,2023.0,7.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
Telesom Electric Company - Wajaale,Somaliland,ICE,Diesel,2010.0,2023.0,2.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,,,0.0,,True
GenericHSD_Malakal2,SouthSudan,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,7.26,0.0,0.0,0.0,0.2,20000.0,40.0,5.0,1.5,30.0,47.63,10000.0,0.0,,,,0.0,,True
GenericHSD_Rumbeck,SouthSudan,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,8.75,0.0,0.0,0.0,0.2,20000.0,40.0,5.0,1.5,30.0,47.63,10000.0,0.0,,,,0.0,,True
GenericHSD_Wau,SouthSudan,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,8.32,0.0,0.0,0.0,0.2,20000.0,40.0,5.0,1.5,30.0,47.63,10000.0,0.0,,,,0.0,,True
GenericHSD_Yei,SouthSudan,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,8.13,0.0,0.0,0.0,0.2,20000.0,40.0,5.0,1.5,30.0,47.63,10000.0,0.0,,,,0.0,,True
Palogue,SouthSudan,ICE,Diesel,2027.0,2057.0,250.0,3.0,0.0,7.11,0.0,0.0,0.0,0.2,20000.0,40.0,5.0,1.5,30.0,250.0,250.0,0.0,,,,0.0,,True
Tharjath,SouthSudan,ICE,Diesel,2027.0,2057.0,240.0,3.0,0.0,7.42,0.0,0.0,0.0,0.2,20670.0,40.0,5.0,1.5,30.0,240.0,240.0,0.0,,,,0.0,,True
Bedden,SouthSudan,ReservoirHydro,Water,2028.0,2050.0,522.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,2091.95,4.53,5.0,2.48,50.0,522.0,522.0,0.0,,,,0.0,,True
Fula,SouthSudan,ReservoirHydro,Water,2027.0,2077.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.4,14130.0,0.5,5.0,2.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Fula_Rapids,SouthSudan,ROR,Water,2027.0,2077.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,40681.56,0.5,5.0,3.71,50.0,38.5,38.5,0.0,,,,0.0,,True
Juba_HPP,SouthSudan,ReservoirHydro,Water,2050.0,2050.0,120.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,9230.0,0.5,5.0,3.04,50.0,120.0,120.0,0.0,,,,0.0,,True
Kinyeti,SouthSudan,ROR,Water,2027.0,2077.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,14130.0,0.06,5.0,8.21,50.0,1.95,1.95,0.0,,,,0.0,,True
Lakki,SouthSudan,ROR,Water,2033.0,2050.0,300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,5512.0,2.3,5.0,2.19,50.0,300.0,300.0,0.0,,,,0.0,,True
Shukoli,SouthSudan,ReservoirHydro,Water,2040.0,2050.0,1100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,988.47,7.06,5.0,1.83,50.0,1100.0,1100.0,0.0,,,,0.0,,True
Wau_Dam,SouthSudan,ReservoirHydro,Water,2027.0,2077.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,14130.0,0.48,5.0,13.14,50.0,10.5,10.5,0.0,,,,0.0,,True
Juba Solar Power Station,SouthSudan,PV,Solar,2027.0,2052.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.8,25.0,20.0,20.0,0.0,,,,1.0,,True
Bor,SouthSudan,ICE,Diesel,2015.0,2050.0,2.0,1.0,0.0,9.48,0.0,0.0,0.0,0.2,20000.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Juba,SouthSudan,ICE,Diesel,2015.0,2050.0,75.0,1.0,0.0,8.2,0.0,0.0,0.0,0.2,20000.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Kapoeta,SouthSudan,ICE,Diesel,2015.0,2050.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.2,20000.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Malakal,SouthSudan,ICE,Diesel,2015.0,2050.0,5.0,1.0,0.0,9.22,0.0,0.0,0.0,0.2,20000.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Maridi,SouthSudan,ICE,Diesel,2015.0,2050.0,1.0,1.0,0.0,10.13,0.0,0.0,0.0,0.2,20000.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Rumbek,SouthSudan,ICE,Diesel,2015.0,2050.0,2.0,1.0,0.0,9.75,0.0,0.0,0.0,0.2,20000.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Wau,SouthSudan,ICE,Diesel,2015.0,2050.0,2.0,1.0,0.0,10.04,0.0,0.0,0.0,0.2,20000.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Yambio,SouthSudan,ICE,Diesel,2015.0,2050.0,2.0,1.0,0.0,9.59,0.0,0.0,0.0,0.2,20000.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Yei,SouthSudan,ICE,Diesel,2015.0,2050.0,1.0,1.0,0.0,9.72,0.0,0.0,0.0,0.2,20000.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
CSP_CSP_GENC_SUD,Sudan,CSPPlant,Solar,2027.0,2057.0,,3.0,0.0,0.0,1.0,1.0,0.02,1.0,40000.0,4.0,5.0,4.4,30.0,0.0,0.0,0.0,,,,0.0,,True
GT_LF_GENC_SUD,Sudan,OCGT,LFO,2027.0,2057.0,10000.0,3.0,0.0,9.75,1.0,1.0,0.02,0.1,8505.0,4.46,5.0,0.81,30.0,304.01,10000.0,0.0,,,,0.0,,True
HYD_ROR_GENC_SUD,Sudan,ROR,Water,2027.0,2077.0,10.0,3.0,0.0,0.0,0.0,0.0,0.02,0.4,14130.0,0.5,5.0,2.0,50.0,304.01,10.0,0.0,,,,0.0,,True
ST_HF_GENC_SUD,Sudan,ST,HFO,2027.0,2057.0,10000.0,3.0,0.6,9.42,0.61,0.81,0.02,0.1,10530.0,2.37,5.0,2.5,30.0,304.01,10000.0,0.0,,,,0.0,,True
WND_WN_GENC_SUD,Sudan,OnshoreWind,Wind,2027.0,2057.0,1541.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31000.0,0.0,0.0,1.49,30.0,304.01,1541.29,0.0,,,,1.0,,True
SC_CO_25_SUD,Sudan,ST,Coal,2025.0,2055.0,20.0,2.0,0.6,8.74,0.44,0.39,0.02,0.1,32100.0,4.61,5.0,2.0,30.0,600.0,600.0,0.0,,,,0.0,,True
DG_DS_20_SUD,Sudan,OCGT,Diesel,2020.0,2045.0,37.0,2.0,0.0,8.96,1.0,1.0,0.02,0.1,33600.0,4.0,5.0,0.8,30.0,37.0,37.0,0.0,,,,0.0,,True
HYD_STOHY_25_SUD,Sudan,ReservoirHydro,Water,2025.0,2055.0,434.0,2.0,0.0,0.0,0.0,0.0,0.02,0.4,14130.0,0.5,5.0,3.3,50.0,500.0,500.0,0.0,,,,0.0,,True
HYD_STOHY_30_SUD,Sudan,ReservoirHydro,Water,2030.0,2055.0,336.0,2.0,0.0,0.0,0.0,0.0,0.02,0.4,14130.0,0.5,5.0,3.3,50.0,500.0,500.0,0.0,,,,0.0,,True
CC_LF_03_SUD,Sudan,CCGT,LFO,2003.0,2028.0,458.0,1.0,0.6,8.16,0.5,0.83,0.02,0.1,20000.0,2.21,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
SC_CO_09_SUD,Sudan,ST,Coal,2009.0,2040.0,480.0,1.0,0.6,11.71,0.44,0.39,0.02,0.1,28000.0,6.24,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
DG_DS_83_SUD,Sudan,OCGT,Diesel,1983.0,2018.0,97.0,1.0,0.0,10.85,1.0,1.0,0.02,0.1,6980.0,14.7,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
DG_HF_04_SUD,Sudan,OCGT,HFO,2004.0,2034.0,332.0,1.0,0.0,10.85,1.0,1.0,0.02,0.1,6980.0,14.7,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
DG_HF_10_SUD,Sudan,OCGT,HFO,2010.0,2035.0,105.0,1.0,0.0,10.85,1.0,1.0,0.02,0.1,6980.0,14.7,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
GT_DS_16_SUD,Sudan,OCGT,Diesel,2016.0,2046.0,175.0,1.0,0.0,9.75,1.0,1.0,0.02,0.1,7300.0,10.69,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
GT_LF_01_SUD,Sudan,OCGT,LFO,2001.0,2018.0,45.0,1.0,0.0,10.85,0.7,0.81,0.02,0.1,20000.0,2.21,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
HYD_STOHY_Nile_09_SUD,Sudan,ReservoirHydro,Water,2009.0,2045.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.02,0.4,14130.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
HYD_STOHY_16_SUD,Sudan,ReservoirHydro,Water,2016.0,2050.0,335.0,1.0,0.0,0.0,0.0,0.0,0.02,0.4,14130.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
HYD_STOHY_79_SUD,Sudan,ReservoirHydro,Water,1979.0,2030.0,313.0,1.0,0.0,0.0,0.0,0.0,0.02,0.4,14130.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
ST_HF_15_SUD,Sudan,ST,HFO,2015.0,2040.0,320.0,1.0,0.6,9.0,0.61,0.81,0.02,0.1,20000.0,0.98,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
ST_HF_94_SUD,Sudan,ST,HFO,1994.0,2023.0,70.0,1.0,0.6,9.0,0.47,0.74,0.02,0.1,20000.0,0.98,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Bagamoyo,Tanzania,CCGT,Gas,2027.0,2057.0,300.0,3.0,0.0,6.4,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,1.2,30.0,300.0,300.0,0.0,,,,0.0,,True
Dodoma,Tanzania,CCGT,Gas,2027.0,2057.0,600.0,3.0,0.0,6.4,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,1.12,30.0,600.0,600.0,0.0,,,,0.0,,True
Kinyerezi I New,Tanzania,CCGT,Gas,2027.0,2057.0,320.0,3.0,0.0,6.09,1.0,1.0,0.0,0.2,12200.0,35.7,5.0,1.06,30.0,320.0,320.0,0.0,,,,0.0,,True
Kinyerezi II New,Tanzania,CCGT,Gas,2027.0,2057.0,470.0,3.0,0.0,6.09,1.0,1.0,0.0,0.2,12200.0,35.7,5.0,1.26,30.0,470.0,470.0,0.0,,,,0.0,,True
Kinyerezi III,Tanzania,CCGT,Gas,2027.0,2057.0,600.0,3.0,0.0,6.09,1.0,1.0,0.0,0.2,12200.0,35.7,5.0,1.12,30.0,600.0,600.0,0.0,,,,0.0,,True
Mtwara I,Tanzania,CCGT,Gas,2025.0,2055.0,300.0,3.0,0.0,6.4,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,1.21,30.0,300.0,300.0,0.0,,,,0.0,,True
Mtwara II,Tanzania,CCGT,Gas,2039.0,2069.0,300.0,3.0,0.0,6.4,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,1.11,30.0,300.0,300.0,0.0,,,,0.0,,True
Mtwara III,Tanzania,CCGT,Gas,2027.0,2057.0,600.0,3.0,0.0,6.4,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,1.12,30.0,600.0,600.0,0.0,,,,0.0,,True
Somanga Fungu  TANESCO,Tanzania,CCGT,Gas,2027.0,2057.0,600.0,3.0,0.15,6.4,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,0.9,30.0,600.0,600.0,0.0,,,,0.0,,True
Somanga Fungu PPP,Tanzania,CCGT,Gas,2027.0,2057.0,320.0,3.0,0.0,6.67,1.0,1.0,0.0,0.2,12200.0,36.6,5.0,1.06,30.0,320.0,320.0,0.0,,,,0.0,,True
Somanga Mtama,Tanzania,CCGT,Gas,2027.0,2057.0,345.0,3.0,0.0,6.67,1.0,1.0,0.0,0.2,12200.0,36.6,5.0,1.26,30.0,345.0,345.0,0.0,,,,0.0,,True
Ubungo I New,Tanzania,CCGT,Gas,2027.0,2057.0,320.0,3.0,0.0,6.09,1.0,1.0,0.0,0.2,12200.0,35.7,5.0,1.12,30.0,320.0,320.0,0.0,,,,0.0,,True
Ubungo II New,Tanzania,CCGT,Gas,2027.0,2057.0,470.0,3.0,0.0,6.09,1.0,1.0,0.0,0.2,12200.0,35.7,5.0,1.12,30.0,470.0,470.0,0.0,,,,0.0,,True
Kinyerezi I ext,Tanzania,OCGT,Gas,2026.0,2056.0,185.0,3.0,0.0,8.28,1.0,1.0,0.0,0.2,16300.0,50.7,5.0,1.02,30.0,185.0,185.0,0.0,,,,0.0,,True
Dodoma I,Tanzania,PV,Solar,2025.0,2050.0,55.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,1.71,25.0,55.0,55.0,0.0,,,,1.0,,True
Dodoma II,Tanzania,PV,Solar,2025.0,2050.0,60.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,1.71,25.0,60.0,60.0,0.0,,,,1.0,,True
Kigoma_PV,Tanzania,PV,Solar,2025.0,2050.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.8,25.0,5.0,5.0,0.0,,,,1.0,,True
Manyoni,Tanzania,PV,Solar,2025.0,2050.0,100.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,1.79,25.0,100.0,100.0,0.0,,,,1.0,,True
Same Kilimanjaro,Tanzania,PV,Solar,2025.0,2050.0,50.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.8,25.0,50.0,50.0,0.0,,,,1.0,,True
Shinyanga I (Kishapu),Tanzania,PV,Solar,2025.0,2050.0,150.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.78,25.0,150.0,150.0,0.0,,,,1.0,,True
